date,meantemp,humidity,wind_speed,meanpressure,meantemp_lag_1,meantemp_lag_2,meantemp_lag_3,meantemp_lag_7,humidity_lag_1,humidity_lag_2,humidity_lag_3,humidity_lag_7,wind_speed_lag_1,wind_speed_lag_2,wind_speed_lag_3,wind_speed_lag_7,meanpressure_lag_1,meanpressure_lag_2,meanpressure_lag_3,meanpressure_lag_7,temp_roll_mean_7,temp_roll_std_7,temp_roll_mean_14,temp_roll_std_14,sin_day,cos_day,temp_humidity_index,temp_change_7d,wind_pressure_index
2013-01-31,16.2,65.6,1.3762440252663892,1018.4,14.714285714285714,14.125,14.833333333333334,13.833333333333334,70.42857142857143,65.5,56.0,60.66666666666666,0.7213180575266417,1.4439734727065685,1.547562508716013,1.9694406464655074,1017.8571428571428,1016.625,1017.8333333333334,1020.5,13.61139455782313,0.7069160804435565,13.149914965986394,1.0230206442860914,0.5083564379375122,0.8611467540480452,9.652571428571427,2.3666666666666654,0.7341987371253316
2013-02-01,16.0,73.0,1.169381359556317,1016.0,16.2,14.714285714285714,14.125,12.25,65.6,70.42857142857143,65.5,67.0,1.3762440252663892,0.7213180575266417,1.4439734727065685,1.8794650496471605,1018.4,1017.8571428571428,1016.625,1020.75,13.949489795918367,0.8859536429728427,13.128486394557823,1.0077745300986907,0.5230943033491326,0.8522748088519838,11.826,3.75,1.4015669153312909
2013-02-02,16.285714285714285,77.57142857142857,0.8452549587574034,1017.1428571428572,16.0,16.2,14.714285714285714,12.666666666666666,73.0,65.6,70.42857142857143,64.16666666666667,1.169381359556317,1.3762440252663892,0.7213180575266417,2.0541237336955462,1016.0,1018.4,1017.8571428571428,1019.6666666666666,14.485204081632654,0.8688675498254668,13.283248299319729,1.0634490356262902,0.5376773767406141,0.8431506618282,12.411428571428573,3.6190476190476186,1.188091461309218
2013-02-03,18.0,65.57142857142857,1.0498221244986776,1015.2857142857144,16.285714285714285,16.0,16.2,12.857142857142858,77.57142857142857,73.0,65.6,65.57142857142857,0.8452549587574034,1.169381359556317,1.3762440252663892,1.8805549680111862,1017.1428571428572,1016.0,1018.4,1018.1428571428572,15.002210884353742,0.8163671539229397,13.553656462585035,1.1120210411377696,0.5521013427459208,0.8337770129585915,10.67877551020408,5.142857142857142,0.8597450437646732
2013-02-04,17.428571428571427,74.28571428571429,2.494385393742544,1014.5714285714286,18.0,16.285714285714285,16.0,14.833333333333334,65.57142857142857,77.57142857142857,73.0,56.0,1.0498221244986776,0.8452549587574034,1.169381359556317,1.547562508716013,1015.2857142857144,1017.1428571428572,1016.0,1017.8333333333334,15.736904761904762,0.8336579630695508,14.033248299319729,1.1771847175351713,0.5663619330814524,0.8241566360566663,13.371428571428574,2.595238095238093,1.0658694055445863
2013-02-05,16.625,92.375,2.3725774648140807,1016.375,17.428571428571427,18.0,16.285714285714285,14.125,74.28571428571429,65.57142857142857,77.57142857142857,65.5,2.494385393742544,1.0498221244986776,0.8452549587574034,1.4439734727065685,1014.5714285714286,1015.2857142857144,1017.1428571428572,1016.625,16.10765306122449,0.8625975322777355,14.4781462585034,1.1810192744507597,0.580454927809098,0.8142923779467267,16.099642857142854,2.5,2.5307321523370785
2013-02-06,16.666666666666668,71.33333333333333,2.265229306450277,1018.6666666666666,16.625,17.428571428571427,18.0,14.714285714285714,92.375,74.28571428571429,65.57142857142857,70.42857142857143,2.3725774648140807,2.494385393742544,1.0498221244986776,0.7213180575266417,1016.375,1014.5714285714286,1015.2857142857144,1017.8571428571428,16.464795918367347,0.7208802563054424,14.987074829931972,1.0322375818588891,0.5943761565849831,0.804187157621448,11.859166666666663,1.9523809523809543,2.4114284208004113
2013-02-07,15.6,59.4,2.4630018143999504,1018.6,16.666666666666668,16.625,17.428571428571427,16.2,71.33333333333333,92.375,74.28571428571429,65.6,2.265229306450277,2.3725774648140807,2.494385393742544,1.3762440252663892,1018.6666666666666,1016.375,1014.5714285714286,1018.4,16.743707482993194,0.5433596098406568,15.177551020408163,1.0422569106096895,0.6081214998935418,0.7938439653781019,9.9,-0.5999999999999996,2.3075135868373486
2013-02-08,14.0,70.42857142857143,2.327974326998865,1017.1428571428572,15.6,16.666666666666668,16.625,16.0,59.4,71.33333333333333,92.375,73.0,2.4630018143999504,2.265229306450277,2.3725774648140807,1.169381359556317,1018.6,1018.6666666666666,1016.375,1016.0,16.657993197278913,0.60175058317488,15.303741496598638,1.0283323149111638,0.6216868902665479,0.7832658619336791,10.986857142857144,-2.0,2.5088136481477896
2013-02-09,15.428571428571429,61.285714285714285,2.327974326998865,1016.8571428571428,14.0,15.6,16.666666666666668,16.285714285714285,70.42857142857143,59.4,71.33333333333333,77.57142857142857,2.327974326998865,2.4630018143999504,2.265229306450277,0.8452549587574034,1017.1428571428572,1018.6,1018.6666666666666,1017.1428571428572,16.372278911564624,0.8331146750163736,15.428741496598638,0.9630843243856375,0.6350683134867438,0.7724559775191742,8.58,-0.8571428571428559,2.367882458318846
2013-02-10,15.25,71.5,1.4985063517268187,1017.125,15.428571428571429,14.0,15.6,18.0,61.285714285714285,70.42857142857143,59.4,65.57142857142857,2.327974326998865,2.327974326998865,2.4630018143999504,1.0498221244986776,1016.8571428571428,1017.1428571428572,1018.6,1015.2857142857144,16.24982993197279,0.8541660026086371,15.626020408163264,0.8806219696296373,0.6482618097757122,0.7614175109532997,11.03142857142857,-2.75,2.3672173227968454
2013-02-11,15.875,70.5,1.8445100346135839,1016.5,15.25,15.428571428571429,14.0,17.428571428571427,71.5,61.285714285714285,70.42857142857143,74.28571428571429,1.4985063517268187,2.327974326998865,2.327974326998865,2.494385393742544,1017.125,1016.8571428571428,1017.1428571428572,1014.5714285714286,15.856972789115646,0.7602629290355086,15.796938775510204,0.7777945726521795,0.6612634749656386,0.7501537286959042,10.75125,-1.553571428571427,1.5241682730001405
2013-02-12,15.333333333333334,70.33333333333333,2.1302138670532593,1017.5,15.875,15.25,15.428571428571429,16.625,70.5,71.5,61.285714285714285,92.375,1.8445100346135839,1.4985063517268187,2.327974326998865,2.3725774648140807,1016.5,1017.125,1016.8571428571428,1016.375,15.635034013605445,0.647042051539954,15.871343537414964,0.7624466949936987,0.6740694616546161,0.7386679638813748,11.165416666666664,-1.291666666666666,1.8749444501847081
2013-02-13,16.285714285714285,70.14285714285714,1.9580806846755687,1016.0,15.333333333333334,15.875,15.25,16.666666666666668,70.33333333333333,70.5,71.5,71.33333333333333,2.1302138670532593,1.8445100346135839,1.4985063517268187,2.265229306450277,1017.5,1016.5,1017.125,1018.6666666666666,15.450510204081631,0.5877850011479023,15.95765306122449,0.7142845831973095,0.6866759803451553,0.726963615332308,10.755238095238091,-0.38095238095238315,2.167492609726691
2013-02-14,17.333333333333332,63.833333333333336,1.6739764335716716,1014.1666666666666,16.285714285714285,15.333333333333334,15.875,15.6,70.14285714285714,70.33333333333333,70.5,59.4,1.9580806846755687,2.1302138670532593,1.8445100346135839,2.4630018143999504,1016.0,1017.5,1016.5,1018.6,15.396088435374148,0.5373958378953743,16.069897959183674,0.6837829661492077,0.6990793005655562,0.7150441465537444,10.395714285714284,1.7333333333333325,1.9894099756303778
2013-02-15,19.166666666666668,65.33333333333333,2.414424574749581,1011.6666666666666,17.333333333333332,16.285714285714285,15.333333333333334,14.0,63.833333333333336,70.14285714285714,70.33333333333333,70.42857142857143,1.6739764335716716,1.9580806846755687,2.1302138670532593,2.327974326998865,1014.1666666666666,1016.0,1017.5,1017.1428571428572,15.643707482993197,0.7062174743717258,16.150850340136053,0.7119812135032786,0.7112757519738152,0.7029130847082615,11.324444444444444,5.166666666666668,1.697691099713937
2013-02-16,14.428571428571429,92.71428571428572,2.2497869074270747,1008.0,19.166666666666668,17.333333333333332,16.285714285714285,15.428571428571429,65.33333333333333,63.833333333333336,70.14285714285714,61.285714285714285,2.414424574749581,1.6739764335716716,1.9580806846755687,2.327974326998865,1011.6666666666666,1014.1666666666666,1016.0,1016.8571428571428,16.381802721088434,0.8866054189172733,16.37704081632653,0.8379366338879181,0.7232617254437388,0.6905740195722293,17.7702380952381,-1.0,2.442592861454993
2013-02-17,13.666666666666666,90.0,0.0,1012.6666666666666,14.428571428571429,19.166666666666668,17.333333333333332,15.25,92.71428571428572,65.33333333333333,63.833333333333336,71.5,2.2497869074270747,2.414424574749581,1.6739764335716716,1.4985063517268187,1008.0,1011.6666666666666,1014.1666666666666,1017.125,16.23894557823129,0.9478114864628017,16.244387755102043,0.8803064398304522,0.7350336741329413,0.6780306024735382,12.985714285714288,-1.583333333333334,2.267785202686491
2013-02-18,15.6,78.4,2.5817308344235403,1016.2,13.666666666666666,14.428571428571429,19.166666666666668,15.875,90.0,92.71428571428572,65.33333333333333,70.5,0.0,2.2497869074270747,2.414424574749581,1.8445100346135839,1012.6666666666666,1008.0,1011.6666666666666,1016.5,16.012755102040817,1.042947572247041,15.93486394557823,0.9045877461310872,0.746588114532413,0.6652865452111116,10.714666666666666,-0.27500000000000036,0.0
2013-02-19,15.857142857142858,82.0,1.9190212488389824,1015.7142857142856,15.6,13.666666666666666,14.428571428571429,15.333333333333334,78.4,90.0,92.71428571428572,70.33333333333333,2.5817308344235403,0.0,2.2497869074270747,2.1302138670532593,1016.2,1012.6666666666666,1008.0,1017.5,15.9734693877551,1.0451880214356128,15.804251700680272,0.8787592531034605,0.7579216274973472,0.6523456189565257,12.792,0.5238095238095237,2.623554873941202
2013-02-20,17.714285714285715,74.71428571428571,1.9190212488389824,1017.0,15.857142857142858,15.6,13.666666666666666,16.285714285714285,82.0,78.4,90.0,70.14285714285714,1.9190212488389824,2.5817308344235403,0.0,1.9580806846755687,1015.7142857142856,1016.2,1012.6666666666666,1016.0,16.048299319727892,1.0382067786970828,15.749404761904762,0.870580677544726,0.7690308592589181,0.6392116531380588,11.847551020408162,1.4285714285714306,1.9491772970350232
2013-02-21,20.0,67.28571428571429,2.0300261821164853,1015.4285714285714,17.714285714285715,15.857142857142858,15.6,17.333333333333332,74.71428571428571,82.0,78.4,63.833333333333336,1.9190212488389824,1.9190212488389824,2.5817308344235403,1.6739764335716716,1017.0,1015.7142857142856,1016.2,1014.1666666666666,16.252380952380953,1.0756399772981187,15.824234693877552,0.9032114901937116,0.7799125224167177,0.6258885343075018,11.91918367346939,2.666666666666668,1.951644610069245
2013-02-22,20.5,65.625,2.474435349920705,1016.0,20.0,17.714285714285715,15.857142857142858,19.166666666666668,67.28571428571429,74.71428571428571,82.0,65.33333333333333,2.0300261821164853,1.9190212488389824,1.9190212488389824,2.414424574749581,1015.4285714285714,1017.0,1015.7142857142856,1011.6666666666666,16.633333333333333,1.2206284417478315,16.138520408163266,1.0437147883194438,0.7905633969115482,0.612380204990065,13.125,1.3333333333333321,2.06134658606914
2013-02-23,17.428571428571427,74.85714285714286,2.327974326998865,1017.0,20.5,20.0,17.714285714285715,14.428571428571429,65.625,67.28571428571429,74.71428571428571,92.71428571428572,2.474435349920705,2.0300261821164853,1.9190212488389824,2.2497869074270747,1016.0,1015.4285714285714,1017.0,1008.0,16.823809523809526,1.2981369452270826,16.60280612244898,1.1200301044859333,0.8009803309782905,0.5986906625177214,15.345714285714289,2.9999999999999982,2.5140263155194362
2013-02-24,16.857142857142858,78.85714285714286,2.1282317058492684,1018.8571428571428,17.428571428571427,20.5,20.0,13.666666666666666,74.85714285714286,65.625,67.28571428571429,90.0,2.327974326998865,2.474435349920705,2.0300261821164853,0.0,1017.0,1016.0,1015.4285714285714,1012.6666666666666,17.252380952380953,1.2369940247272375,16.745663265306124,1.1140136783170755,0.8111602420785621,0.5848239578463322,13.743673469387756,3.1904761904761916,2.3675498905578456
2013-02-25,16.875,72.875,1.7294407048287967,1018.25,16.857142857142858,17.428571428571427,20.5,15.6,78.85714285714286,74.85714285714286,65.625,78.4,2.1282317058492684,2.327974326998865,2.474435349920705,2.5817308344235403,1018.8571428571428,1017.0,1016.0,1016.2,17.708163265306123,1.0656162596978485,16.86045918367347,1.09887069003056,0.8211001178128892,0.5707841943569036,12.284642857142858,1.2750000000000004,2.1683640751595687
2013-02-26,17.857142857142858,70.0,2.9224893117862734,1015.1428571428572,16.875,16.857142857142858,17.428571428571427,15.857142857142858,72.875,78.85714285714286,74.85714285714286,82.0,1.7294407048287967,2.1282317058492684,2.327974326998865,1.9190212488389824,1018.25,1018.8571428571428,1017.0,1015.7142857142856,17.89030612244898,1.0004023574820162,16.931887755102043,1.0921368970445844,0.8307970168121247,0.5565755266413303,11.8125,2.0,1.7610029976919221
2013-02-27,20.8,57.2,2.0360119837525,1015.2,17.857142857142858,16.875,16.857142857142858,17.714285714285715,70.0,72.875,78.85714285714286,74.71428571428571,2.9224893117862734,1.7294407048287967,2.1282317058492684,1.9190212488389824,1015.1428571428572,1018.25,1018.8571428571428,1017.0,18.176020408163264,0.9057764107532315,17.11215986394558,1.0778489799742528,0.8402480696078469,0.5422021592729844,10.214285714285715,3.0857142857142854,2.9667441499361797
2013-02-28,19.428571428571427,52.85714285714285,2.635991409993424,1017.4285714285714,20.8,17.857142857142858,16.875,20.0,57.2,70.0,72.875,67.28571428571429,2.0360119837525,2.9224893117862734,1.7294407048287967,2.0300261821164853,1015.2,1015.1428571428572,1018.25,1015.4285714285714,18.616836734693877,1.0110858230446096,17.434608843537415,1.1486088848515525,0.8494504794814806,0.527668345562516,10.994285714285713,-0.571428571428573,2.066959365905538
2013-03-01,17.333333333333332,49.333333333333336,3.221538942287684,1016.3333333333334,19.428571428571427,20.8,17.857142857142858,20.5,52.85714285714285,57.2,70.0,65.625,2.635991409993424,2.0360119837525,2.9224893117862734,2.474435349920705,1017.4285714285714,1015.2,1015.1428571428572,1016.0,18.535204081632653,0.9878473630009276,17.584268707482995,1.1687788855360712,0.8584015232918917,0.512978386299228,9.584761904761905,-3.166666666666668,2.681932974567595
2013-03-02,19.0,54.0,2.816904606014292,1016.25,17.333333333333332,19.428571428571427,20.8,17.428571428571427,49.333333333333336,52.85714285714285,57.2,74.85714285714286,3.221538942287684,2.635991409993424,2.0360119837525,2.327974326998865,1016.3333333333334,1017.4285714285714,1015.2,1017.0,18.0828231292517,0.909471926311684,17.453316326530615,1.1540697931290627,0.8670985522812081,0.4981366284784055,9.36,1.571428571428573,3.274157411678383
2013-03-03,19.33333333333333,62.833333333333336,2.265229306450277,1016.1666666666666,19.0,17.333333333333332,19.428571428571427,16.857142857142858,54.0,49.333333333333336,52.85714285714285,78.85714285714286,2.816904606014292,3.221538942287684,2.635991409993424,2.1282317058492684,1016.25,1016.3333333333334,1017.4285714285714,1018.8571428571428,18.30731292517007,0.9108362867291697,17.77984693877551,1.1051398672350587,0.8755389928586302,0.4831474640149687,11.938333333333334,2.476190476190471,2.862679305862024
2013-03-04,17.6,71.0,1.8809906029559977,1015.8,19.33333333333333,19.0,17.333333333333332,16.875,62.833333333333336,54.0,49.333333333333336,72.875,2.265229306450277,2.816904606014292,3.221538942287684,1.7294407048287967,1016.1666666666666,1016.25,1016.3333333333334,1018.25,18.661054421768707,0.8646494848028019,18.18460884353741,0.9818400525179581,0.8837203473619977,0.4680153284438345,13.726666666666665,0.7250000000000014,2.301850513571223
2013-03-05,20.875,61.875,1.6414209582871513,1016.375,17.6,19.33333333333333,19.0,17.857142857142858,71.0,62.833333333333336,54.0,70.0,1.8809906029559977,2.265229306450277,2.816904606014292,2.9224893117862734,1015.8,1016.1666666666666,1016.25,1015.1428571428572,18.76462585034013,0.8054326094105683,18.32746598639456,0.9199032184040725,0.8916401947968874,0.452744699607371,10.89,3.0178571428571423,1.9107102544827024
2013-03-06,20.857142857142858,65.28571428571429,2.0632395671035555,1015.7142857142856,20.875,17.6,19.33333333333333,20.8,61.875,71.0,62.833333333333336,57.2,1.6414209582871513,1.8809906029559977,2.265229306450277,2.0360119837525,1016.375,1015.8,1016.1666666666666,1015.2,19.195748299319725,0.8694668352952812,18.685884353741496,0.9052881820391415,0.8992961915530253,0.4373400963303323,13.628392857142858,0.05714285714285694,1.6682992264791034
2013-03-07,23.428571428571427,57.142857142857146,2.275067064100153,1015.2857142857144,20.857142857142858,20.875,17.6,19.428571428571427,65.28571428571429,61.875,71.0,52.85714285714285,2.0632395671035555,1.6414209582871513,1.8809906029559977,2.635991409993424,1015.7142857142856,1016.375,1015.8,1017.4285714285714,19.20391156462585,0.8741296860066118,18.910374149659862,0.9363383027811272,0.9066860720977984,0.4218060770826634,11.918367346938776,4.0,2.0956619031580392
2013-03-08,24.166666666666668,44.833333333333336,2.0918640616783932,1014.8333333333334,23.428571428571427,20.857142857142858,20.875,17.333333333333332,57.142857142857146,65.28571428571429,61.875,49.333333333333336,2.275067064100153,2.0632395671035555,1.6414209582871513,3.221538942287684,1015.2857142857144,1015.7142857142856,1016.375,1016.3333333333334,19.775340136054417,1.140986404659832,19.155272108843537,1.0832224400900772,0.9138076496466616,0.4061472386305789,10.503809523809522,6.833333333333336,2.309843089222827
2013-03-09,25.428571428571427,49.71428571428572,1.8382794848629478,1009.2857142857144,24.166666666666668,23.428571428571427,20.857142857142858,19.0,44.833333333333336,57.142857142857146,65.28571428571429,54.0,2.0918640616783932,2.275067064100153,2.0632395671035555,2.816904606014292,1014.8333333333334,1015.2857142857144,1015.7142857142856,1016.25,20.751530612244892,1.2166410071472062,19.4171768707483,1.209925659248584,0.9206588168102428,0.3903682146763026,12.014285714285718,6.428571428571427,2.1228933785932895
2013-03-10,23.142857142857142,57.57142857142857,1.6541380913520072,1008.0,25.428571428571427,24.166666666666668,23.428571428571427,19.33333333333333,49.71428571428572,44.833333333333336,57.142857142857146,62.833333333333336,1.8382794848629478,2.0918640616783932,2.275067064100153,2.265229306450277,1009.2857142857144,1014.8333333333334,1015.2857142857144,1016.1666666666666,21.669897959183675,1.332884657460116,19.98860544217687,1.3265350969397496,0.9272375462179536,0.374473674486883,14.639591836734692,3.8095238095238138,1.8553492229366755
2013-03-11,24.0,66.33333333333333,0.659245628884264,1011.1666666666666,23.142857142857142,25.428571428571427,24.166666666666668,17.6,57.57142857142857,49.71428571428572,44.833333333333336,71.0,1.6541380913520072,1.8382794848629478,2.0918640616783932,1.8809906029559977,1008.0,1009.2857142857144,1014.8333333333334,1015.8,22.214115646258502,1.2884105843561051,20.43758503401361,1.3165388602419321,0.9335418911179212,0.3584683215124808,15.35142857142857,6.399999999999999,1.6673711960828232
2013-03-12,23.5,62.5,1.7805861686299298,1011.5,24.0,23.142857142857142,25.428571428571427,20.875,66.33333333333333,57.57142857142857,49.71428571428572,61.875,0.659245628884264,1.6541380913520072,1.8382794848629478,1.6414209582871513,1011.1666666666666,1008.0,1009.2857142857144,1016.375,23.128401360544217,0.9953377327057852,20.94651360544217,1.3026153316921731,0.9395699859530622,0.342356891994542,15.0,2.625,0.6666072050734715
2013-03-13,21.5,70.5,1.8794650496471605,1009.0,23.5,24.0,23.142857142857142,20.857142857142858,62.5,66.33333333333333,57.57142857142857,65.28571428571429,1.7805861686299298,0.659245628884264,1.6541380913520072,2.0632395671035555,1011.5,1011.1666666666666,1008.0,1015.7142857142856,23.503401360544217,0.8697473746869571,21.34957482993197,1.2814128037321655,0.945320046913132,0.3261441535642696,16.5675,0.6428571428571423,1.8010629095691741
2013-03-14,22.33333333333333,61.16666666666666,2.5675101783232104,1013.1666666666666,21.5,23.5,24.0,23.428571428571427,70.5,62.5,66.33333333333333,57.142857142857146,1.8794650496471605,1.7805861686299298,0.659245628884264,2.275067064100153,1009.0,1011.5,1011.1666666666666,1015.2857142857144,23.59523809523809,0.7834661800643413,21.39957482993197,1.2801203559954466,0.9507903724625832,0.3098349038318025,13.150833333333331,-1.0952380952380985,1.896380235093985
